SDMY-JP,Curse of Dragon
PGB1,Curse of Dragonfire
MP01,Curse of Dragonfire
ROTD-JP,"Curse of Dragon, the Cursed Dragon"
SDH,Curse of Fiend
SDM,Curse of Fiend
SRL,Curse of Fiend (V.2 - Common)
LDC,Curse of the Masked Beast
LON,Curse of the Masked Beast (V.2 - Common)
LON,Curse of the Masked Beast (V.3 - Common)
DP16,Curse of the Masked Beast
SD37,Curse of the Shadow Prison
DUEA-JP,Curse of the Shadow Prison
AC02,Curse Reflection Doll (V.2 - Parallel Rare)
AC02,Curse Reflection Doll (V.1 - Common)
DP26,CXyz N.As.Ch. Knight (V.2 - Secret Rare)
DP26,CXyz N.As.Ch. Knight (V.1 - Ultra Rare)
CPZ1,CXyz Simon the Great Moral Leader (V.2 - Collectors Rare)
CPZ1,CXyz Simon the Great Moral Leader (V.1 - Ultra Rare)
CPZ1,CXyz Skypalace Babylon (V.1 - Ultra Rare)
CPZ1,CXyz Skypalace Babylon (V.2 - Collectors Rare)
MP20,Cynet Mining
SDCR,Cyber Dragon Nova (V.1 - Ultra Rare)
SDCS,Cyberload Fusion
GFP2,Cynet Conflict
LEDD,Cyber Dragon Infinity
LEDD,Cyber Dragon Nova
RATE,Cyber Angel Natasha
SAST,Cyberse Wicckid
LART,Cyber Angel Idaten
SESL,Cyclamen the Rikka Fairy
HAC1,Cyber Dragon
SDCS,Cyberdark Claw
SDCR,Cyber Twin Dragon
OP17,Cyber Dragon Nova
TOCH,Cynet Codec
SDCS,Cyberdark Cannon
BLHR,Cyber-Stein
BLRR,Cyber Dragon
SAST,Cyberse Synchron
DUOV,Cyber Dragon Infinity (V.1 - Ultra Rare)
LDS2,Cyber Harpie Lady
SDCS,Cyber Valley
SDCS,Cyber Eternal
SDCS,Cybernetic Overflow
SDCR,Cyber Dragon Core
MP19,Cyber Dragon Sieger
SGX1,Cyber Angel Benten
LEDD,Cyber Dragon
SGX1,Cyber Dragon (V.2 - Secret Rare)
SDCS,Cyber Repair Plant
MP19,Cyberse Witch
DRL3,Cyber Angel Benten
SDCS,Cyberdark Edge
DUOV,Cynet Mining
SDCS,Cyberdarkness Dragon
SDCS,Cyberdark Invasion
SDCS,Cyberdark Keel
SDCS,Cyber Dragon Drei
MP20,Cyberse Quantum Dragon
DUOV,Cyber Emergency
DUOV,Cybernetic Overflow
SGX1,Cyber Dragon (V.1 - Common)
DANE,Cynet Mining
SDCS,Cyberdark Dragon
LEDD,Cyber Twin Dragon
FIGA,Cynet Optimization
BLRR,Cyber Eltanin
SGX1,Cyber End Dragon (V.2 - Secret Rare)
LED7,Cyber Energy Shock
DLCS,Cyber Slash Harpie Lady
SDCS,Cyberdark Horn
EGO1,Cyber Dragon
LED3,Cyber Twin Dragon
DUPO,Cyber Dragon Nachster
GEIM,Cynet Regression
LED4,Cyber Angel Benten
SDCS,Cyber Dragon Zwei
SDPL,Cyberse Gadget
BLRR,Cyber Emergency
LEDD,Cyber Repair Plant (V.2 - Ultra Rare)
MP22,Cynet Crosswipe
DP04,Cyber Laser Dragon
SDCS,Cyberdark Inferno
MP16,Cyber Dragon Infinity
MYFI,Cynet Backdoor
SDCS,Cyber Phoenix
SDCS,Cyberdark Impact!
LED9,Cyber Shark
SGX1,Cyber Angel Idaten
SDCS,Cybernetic Revolution
SGX1,Cyber Angel Izana
INOV,Cyber Angel Vrash
PTDN,Cyber Valley
DUPO,Cyberse Enchanter
SGX1,Cyber Blader (V.2 - Secret Rare)
SDCR,Cyber Dragon (V.1 - Common)
LDS2,Cyberload Fusion (V.1 - Ultra Rare)
CT03,Cyber Dragon
MAGO,Cyber Dragon Core
CYHO,Cyber Dragon Sieger
FIGA,Cynet Conflict
MAGO,Cyber Dragon Infinity (V.1 - Premium Gold Rare)
LDS2,Cyber Eternity Dragon (V.3 - Ultra Rare)
DB2,Cyber-Stein
BODE,Cynet Crosswipe
DPDG,Cyber Angel Benten
CYHO,Cyber Dragon Herz
CYHO,Cycle of the World
DUSA,Cyber Dragon
SDCR,Cyber Dragon Drei
SGX1,Cyber End Dragon (V.1 - Common)
LEDD,Cyber Dragon Core
SAST,Cyberse Converter
DLCS,Cyber Angel Benten
LEDD,Cyber Eltanin
PTDN,Cybernetic Zone
LED4,Cyber Angel Idaten
LCGX,Cyber Dragon (V.2 - Secret Rare)
GFP2,Cyber Dragon
LED3,Cyber Dragon Drei
LED4,Cyber Egg Angel
LDS2,Cyber Eternity Dragon (V.1 - Ultra Rare)
SDCS,Cyber Pharos
SR10,Cyber Summon Blaster
CRV,Cyber Dragon (V.1 - Super Rare)
OP16,Cyber Dragon
MAGO,Cyber Dragon Infinity (V.2 - Premium Gold Rare)
CYHO,Cynet Ritual
STON,Cyber End Dragon
LDS2,Cyber Eternity Dragon (V.4 - Ultra Rare)
LEDD,Cyber Network (V.2 - Ultra Rare)
MP19,Cyberse Magician
DRL3,Cyber Angel Idaten
DP04,Cyber Barrier Dragon
MP19,Cyber Dragon Herz
LEDD,Cyber Repair Plant (V.1 - Common)
LDS2,Cyber Dragon Nachster (V.1 - Ultra Rare)
DB1,Cyber Jar
CRV,Cyber Twin Dragon (V.1 - Super Rare)
MP22,Cynet Cascade
YS17,Cyber Dragon
YS18,Cyber Dragon
LED3,Cyber Repair Plant
RATE,Cyber Tutubon
LEDD,Cyber Valley
LED4,Cyber Angel Dakini
DANE,Cyberse Reminder
CRV,Cyber End Dragon (V.1 - Ultra Rare)
PTDN,Cyber Ouroboros
YS18,Cynet Recovery
LEDU,Cyberdark Claw
LEDD,Cyber Dragon Drei
SAST,Cyberse Integrator
YS18,Cyberse White Hat
CRV,Cyber Archfiend
DP04,Cyber End Dragon
CROS,Cybernetic Fusion Support
DRL3,Cyber Petit Angel
SOFU,Cyberse Clock Dragon
DP04,Cyber Twin Dragon
DRL3,Cyber Angel Dakini
DPDG,Cyber Angel Idaten
DLCS,Cyber Angel Idaten
DPDG,Cyber Angel Vrash
GLD1,Cyber Dragon
SDMM,Cyber Dragon
BOSH,Cyber Dragon Infinity
CRV,Cybernetic Cyclopean
LEDD,Cyber Phoenix
COTD,Cyberse Wizard
LOD2,Cynet Codec
MP19,Cynet Fusion
SDPL,Cynet Storm
LDS2,Cyber Dragon Nachster (V.4 - Ultra Rare)
OP01,Cyber Dragon Nova
LED3,Cyber End Dragon
LED3,Cyberload Fusion
PTDN,Cybernetic Hidden Technology
LED4,Cyber Petit Angel
OP11,Cyber Dragon
LED3,Cyber Eternity Dragon
BLRR,Cyber Larva
CDIP,Cyber Ogre
CYHO,Cyberse Magician
SAST,Cyberse Quantum Dragon
SDCL,Cynet Backdoor
LED4,Cyber Angel Izana
DP04,Cyberdark Dragon
LDS2,Cyber Egg Angel
LDS2,Cyber Eternity Dragon (V.2 - Ultra Rare)
LED3,Cyber Pharos
LEDD,Cyber Shadow Gardna
LDS2,Cyber Shield
SGX1,Cyber Valley
LDS2,Cyber Angel Izana
SDCR,Cyber Dragon (V.2 - Common)
JUMP,Cyber Eltanin
LC02,Cyber Larva
SDCR,Cyber Phoenix
SGX1,Cyber Phoenix
IGAS,Cyberse Accelerator
MP21,Cyberse Accelerator
STOR,Cyber Shield
YS18,Cynet Universe
LEDU,Cyberdark Cannon
CT07,Cyber Dinosaur
SDCR,Cyber Dinosaur
RYMP,Cyber Dragon (V.1 - Secret Rare)
PAC1,Cyber Dragon Infinity (V.1 - Parallel Rare)
SGX1,Cyber Gymnast
BP01,Cyber Jar (V.1 - Rare)
SDCR,Cyber Larva
LEDD,Cybernetic Fusion Support
EOJ,Cyber Phoenix (V.1 - Super Rare)
FLOD,Cybersal Cyclone
OP16,Cyber Saurus
5DS2,Cyber-Tech Alligator
SDCR,Cyber Valley
EXFO,Cynet Refresh
PGLD,Cyber Dragon
CDIP,Cyber Esper (V.1 - Super Rare)
SBCB,Cyber Harpie Lady
SRL,Cyber Jar (V.1 - Rare)
SGX1,Cyber Network
SOFU,Cynet Fusion
PAC1,Cynet Mining (V.1 - Super Rare)
MP19,Cynet Ritual
SOI,Cyber Barrier Dragon (V.1 - Super Rare)
SGX1,Cyber Blader (V.1 - Common)
CRV,Cyber Dragon (V.2 - Ultimate Rare)
CYHO,Cyber Dragon Vier
EOJ,Cyber Kirin
SGX1,Cyber Tutu
CRV,Cycroid
YS17,Cynet Universe
LEDD,Cyber End Dragon
LDS2,Cyberload Fusion (V.2 - Ultra Rare)
MP19,Cyber Revsystem
CYHO,Cyberse Witch
LCGX,Cyber Twin Dragon
DPDG,Cyber Angel Dakini
SGX1,Cyberdark Claw
SHVA,Cyberdark Impact!
LEDU,Cyberdarkness Dragon
LEDD,Cyber Dragon Zwei
CYHO,Cybernetic Overflow
SDCR,Cyber Network
LCGX,Cyber Phoenix
MRD,Cyber Saurus (V.2 - Common)
LCGX,Cyber Valley
DP03,Cyclone Boomerang
SGX2,Cycroid
LCGX,Cyber Dragon (V.1 - Ultra Rare)
YS12,Cyber Dragon
LCGX,Cyber End Dragon (V.1 - Secret Rare)
SDCR,Cybernetic Hidden Technology
CRV,Cybernetic Magician (V.2 - Ultimate Rare)
LED3,Cybernetic Revolution
SGX1,Cyber Shadow Gardna
20AP-1,Cyber-Stein
DLCS,Cyber Angel Dakini
LEDD,Cyber Dinosaur
DUOV,Cyber Dragon Infinity (V.2 - Oversized)
MP19,Cyber Dragon Vier
SDCR,Cyber Eltanin
PSV,Cyber Falcon (V.2 - Common)
SP1,Cyber Harpie Lady
HL2,Cyber Jar
DP04,Cyber Kirin
CRV,Cybernetic Magician (V.1 - Super Rare)
LEDD,Cyber Network (V.1 - Common)
LDS2,Cyber Pharos
CYHO,Cyber Revsystem
MP19,Cyberse Clock Dragon
POTD,Cyber Summon Blaster (V.1 - Rare)
SDMM,Cyber Valley
BODE,Cynet Cascade
EEN,Cyber Blader (V.1 - Super Rare)
CDIP,Cyberdark Edge (V.1 - Super Rare)
CDIP,Cyberdark Horn (V.1 - Super Rare)
BP02,Cyber Dragon (V.1 - Common)
ABPF,Cyber Dragon Zwei
SDCR,Cyber Dragon Zwei
TU05,Cyber Eltanin
EOJ,Cyber Gymnast
SRL,Cyber Jar (V.3 - Rare)
LDS2,Cybernetic Revolution
DPDG,Cyber Petit Angel
SBTK,Cyber Raider
SDCR,Cyber Repair Plant
EOJ,Cyber Tutu
ANPR,Cyborg Doctor
DP05,Cyclone Blade
DP04,Cyberdark Edge
DP04,Cyberdark Keel
LCGX,Cyber End Dragon (V.2 - Secret Rare)
SOI,Cyber Laser Dragon (V.1 - Ultra Rare)
LDS2,Cyberload Fusion (V.3 - Ultra Rare)
EOJ,Cyber Prima (V.1 - Super Rare)
SGX1,Cyber Prima
MP22,Dark Infant @Ignister
BLAR,Danger!? Jackalope?
SDSA,Danger! Chupacabra!
DESO,Dark Hole
YS18,Dark Hole
MP21,Dark Beckoning Beast
YS14,Dark Hole
LDS3,Dark Spirit's Mastery
DUPO,Dark Magician
SR13,Dark World Puppetry
DUPO,Dark Magical Circle
MP19,Danger! Nessie!
SDPD,Dark Grepher
DASA,Dark Grepher
SR13,Dark World Punishment
CT14,Dark Magician
MP20,Danger! Ogopogo!
MP22,Danmari @Ignister
MP22,Dark Magician Girl
LART,Dark Magician Girl (V.2 - Ultra Rare)
MP19,Danger! Chupacabra!
LDS3,Dark Magician Girl (V.1 - Ultra Rare)
LDK2,Dark Burning Magic
YGLD,Dark Magician (V.2 - Ultra Rare)
HAC1,Dark Magician
YGLD,Dark Magician Girl (V.2 - Ultra Rare)
OP12,Dark Hole
MVP1,Dark Magician (V.6 - Ultra Rare)
GFP2,Dark Contract with the Gate
DUOV,Dark Anthelion Dragon
YSYR,Dark Magician (V.2 - Ultimate Rare)
YS17,Dark Bribe
MGED,Dark Magician
SR06,"Darkest Diabolos, Lord of the Lair"
NKRT,Dark Hole
MVP1,Dark Magician (V.3 - Gold Secret Rare)
YS17,Dark Hole
MP19,Danger!? Jackalope?
SD6,Dark Magician
LDS3,Dark Spirit of Banishment
SDSH,Dark Armed Dragon
LEHD,Dark Hole (V.2 - Common)
MGED,Danger! Bigfoot! (V.2 - Premium Gold Rare)
YGLD,Dark Magician (V.3 - Ultra Rare)
LED6,Dark Magician Girl
YGLD,Dark Magician of Chaos
MP22,Danger! Disturbance! Disorder!
BACH,Dark Contract with Patent License
SOFU,Danger! Dogman!
LDK2,Dark Burning Attack
LDS3,Dark Sanctuary
MAMA,Dark Soul Token
MYFI,Dark World Dealings
SR08,Day-Breaker the Shining Magical Warrior
YGLD,Dark Renewal
YSKR,Dark Hole
BACH,Dark Dimension Soldier
DUOV,Dangerous Frightfur Nightmary
YS15,Dark Hole
GFTP,Dark Requiem Xyz Dragon
LDS3,Dark Spirit of Malice
PGL2,Dark Hole
OP17,Dark Simorgh
LED6,Dark Magical Circle
OP18,Dark Magical Circle
MAGO,Dark Rebellion Xyz Dragon
MP22,Dark Eye Nightmare
SOFU,Danger! Mothman!
LDS3,Dark Magician Girl (V.2 - Ultra Rare)
LEDD,Dark Rebellion Xyz Dragon
LCJW,Dark Hole
HAC1,Dark Paladin
BLHR,Dark Sacrifice
SYE,Dark Magician
YGLD,Dark Magician (V.1 - Common)
TOCH,Darkflare Dragon
BLAR,"Darkness Metal, the Dragon of Dark Steel"
SDY,Dark Magician (V.1 - Ultra Rare)
LDS3,Dark Magician Girl (V.3 - Ultra Rare)
SR01,Dandylion
SR05,Dark Bribe
LED5,Dark Spirit's Mastery
LART,Dark Magician Girl (V.1 - Ultra Rare)
GFTP,Danger! Thunderbird!
YSYR,Dark Magician (V.1 - Common)
GFP2,Dark Alligator
LEHD,"Dante, Traveler of the Burning Abyss"
SD6,Dark Eradicator Warlock
DUPO,Dark Cavalry
LDK2,Dark Factory of Mass Production
CYHO,Danger! Chupacabra!
LEDD,Dark Magician the Dragon Knight
MP21,Dark Templar @Ignister
MP19,Danger! Bigfoot!
MGED,Danger! Bigfoot! (V.1 - Premium Gold Rare)
DUSA,Dark Armed Dragon
LCYW,Dark Hole
YSYR,Dark Hole
BLAR,Dark Spell Regeneration
DUPO,Dark Magic Twin Burst
MP19,Danger! Dogman!
LDK2,Dark Magician
DPRP,Dark Magician of Chaos
LDS3,Dark Fusion
MAGO,Darklord Ixchel
MP19,Danger! Mothman!
GFP2,Dark Contract with the Swamp King
DRL3,Dark Magician Girl the Dragon Knight
TSHD,Dawn of the Herald
LCKC,Dark Armed Dragon
JUMP,"Dark Armed, the Dragon of Annihilation"
LDS3,Dark Magical Circle (V.1 - Ultra Rare)
LDK2,Dark Magician Girl
SDSA,Dark Summoning Beast
DUSA,Darklord Ukoback
CT13,Dark Magician
DUSA,Dandylion
MAGO,Darklord Contact
MP21,Darklord Nergal
MAGO,Darklord Rebellion
MAGO,Dark Magician
LEDD,Dark Magician Girl the Dragon Knight
ANGU,Damage = Reptile
LDS3,Dark Magical Circle (V.2 - Ultra Rare)
MVP1,Dark Magician (V.5 - Secret Rare)
YGLD,Dark Magician Girl (V.3 - Common)
LC01,Dark Magician
MP20,Danger! Excitement! Mystery!
CT08,Dark Simorgh
DUSA,Dark Summoning Beast
MP19,Danger!? Tsuchinoko?
SOD,Dark Mimic LV1
MAGO,Darklord Morningstar
DESO,Darklord Nurse Reficule
SR08,Dark Magician of Chaos
DAMA,Daigusto Laplampilica
MP19,Danger! Thunderbird!
LEDD,Dark Magical Circle
SDGU,Dark Bribe
DRL2,Dark Dragon Ritual
LDS3,Dark Necrofear (V.1 - Ultra Rare)
LART,Dark Ruler Ha Des
MP19,Danger! Response Team
MACR,Dark Contract with the Eternal Darkness
MVP1,Dark Magician (V.1 - Ultra Rare)
SR13,Dark World Brainwashing
MP17,Dark Magical Circle
MVP1,Dark Magic Veil (V.1 - Ultra Rare)
SDPD,Dark Armed Dragon
RDS,Dark Blade the Dragon Knight (V.1 - Rare)
DESO,Darklord Zerato
TDIL,Dark Magic Expanded
SBCB,Dark Magician (V.1 - Common)
CT12,Dark Rebellion Xyz Dragon
LEHD,Dark Rebellion Xyz Dragon
LDS3,Dark Calling
MVP1,Dark Magician Girl (V.3 - Secret Rare)
CYHO,Danger! Zone
LC02,Darklord Superbia
PP01,Dark Magic Curtain
DPYG,Dark Magician
JUMP,"Darkness Metal, the Dragon of Dark Steel"
CYHO,Danger!? Jackalope?
SD3,Dark Room of Nightmare
LIOV,Danmari @Ignister
SS01,Dark Magician
YGLD,Dark Magician Girl (V.1 - Common)
MIL1,Dark Master - Zorc
MVP1,Dark Horizon (V.3 - Secret Rare)
BLRR,Darklord Contact
MAGO,Darklord Nasten
MVP1,Dark Magician Girl (V.1 - Ultra Rare)
LED5,Dark Necrofear
CYHO,Danger! Nessie!
LIOV,Dark Infant @Ignister
DESO,Darklord Superbia
LDS3,Dark Magical Circle (V.3 - Ultra Rare)
DUSA,Dark Magician
IGAS,Dark Templar @Ignister
SAST,Danger! Ogopogo!
YS13,Dark Bribe
DESO,Darklord Marie
ROTD,Darklord Uprising
MVP1,Dark Magician Girl (V.2 - Gold Rare)
LDS3,Dark Necrofear (V.2 - Ultra Rare)
LED4,Dark Rose Fairy
GX04,Dark Bribe
SDP,Dark Hole
LEDD,Dark Magician Girl
LDS2,Dark Rose Fairy
SDSA,Dark Beckoning Beast
DESO,Darklord Tezcatlipoca
YGLD,Dark Magic Attack
PROM,Dark Magician
HA06,Daigusto Phoenix
MP20,Danger! Feets of Strength!
RYMP,Dark End Dragon
MP21,Darklord Uprising
MVP1,Dark Magician (V.2 - Gold Rare)
YUCB,Dark Magician (V.1 - Ultra Rare)
LEDD,Dark Magic Inheritance
MVP1,Dark Magic Veil (V.2 - Gold Rare)
YGLD,Dark Paladin
LED5,Dark Sanctuary
SR13,Dark Smog
DANE,Danger! Feets of Strength!
EEN,Dark Deal
DESO,Darklord Amdusc
SR13,Dark World Lightning
WGRT,Dark Bribe
DESO,Dark Eruption
DESO,Darklord Asmodeus
ROTD,Darklord Nergal
SDY,Dark Magician (V.2 - Ultra Rare)
SOD,Dark Mimic LV3 (V.1 - Rare)
LDS3,Dark Necrofear (V.3 - Ultra Rare)
MIL1,Dark Paladin
BACH,Darton the Mechanical Monstrosity
SDDE,Dark Core
RDS,Dark Magician Girl
MVP1,Dark Magic Veil (V.3 - Secret Rare)
PGL3,"Dante, Pilgrim of the Burning Abyss"
GFP2,Dark Armed Dragon
MVP1,Dark Garnex the Cubic Beast (V.2 - Gold Rare)
SDMY,Dark Magician
SOFU,Danger! Response Team
LOB,Dark Hole (V.2 - Super Rare)
SDK,Dark Hole (V.1 - Common)
DESO,Dark Illusion
LED5,Dark Fusion
GLD5,Dark Scorpion - Cliff the Trap Remover
SDPD,Dark Contract with the Gate
SDDC,Darkflare Dragon
SDJ,Dark Hole
SDWA,Dark Hole
LIOV,Dark Honest
MP20,Dances with Beasts
SOFU,Danger! Thunderbird!
DESO,Darklord Contact
DESO,Darklord Morningstar
15AX-Y,Dark Magician (V.2 - Secret Rare)
LEDD,Dark Paladin
WIRA,Dark Rebellion Xyz Dragon
BODE,Danger! Disturbance! Disorder!
SDGU,Dark Eruption
SS05,Dark Ruler Ha Des
CYHO,Danger! Bigfoot!
MP15,"Dante, Traveler of the Burning Abyss"
SDDC,Dark Armed Dragon
SAST,Dark Factory of More Production
MVP1,Dark Garnex the Cubic Beast (V.3 - Secret Rare)
LEDD,Dark Magic Expanded
DLCS,Dark Magician Girl the Dragon Knight (V.1 - Ultra Rare)
SDMA,Dark Room of Nightmare
PGL3,"Dante, Traveler of the Burning Abyss"
ABPF,Dark Bug
MP17,Dark Contract with the Entities
LIOV,Dark Eye Nightmare
LOB,Darkfire Dragon (V.1 - Rare)
BLRR,Darklord Enchantment
YGLD,Dark Magic Curtain
SS01,Dark Rabbit
HA05,Daigusto Gulldos
DB2,Dark Balter the Terrible
DUSA,Darklord Descent
DESO,Darklord Ixchel
BLRR,Darklord Ixchel
PGLD,Dark Magician Girl
MC1,Dark Ruler Ha Des
PTDN,Dark Spirit Art - Greed
LED5,Dark Spirit of Banishment
LDK2,Dark Valkyria
PGL2,Dandylion
SOFU,Danger!? Tsuchinoko?
LED5,Dark Calling
ORCS,Dark Diviner
PTDN,Dark Eruption
MP20,Dark Factory of More Production
LC02,Darklord Edeh Arae
MP17,Dark Magic Expanded
GFP2,D/D Savant Thomas
OP19,D/D Berfomet
CORE,D/D/D Marksman King Tell
SGX1,D.D. Warrior Lady (V.1 - Common)
MP22,D.D. Assault Carrier
COTD,D/D/D Wave High King Caesar
GFP2,D/D Lamia
OP19,D/D/D Oracle King d'Arc
HA07,D.D. Esper Star Sparrow
FET,D.D. Dynamite
OP15,D.D.R. - Different Dimension Reincarnation
SOFU,D/D/D Flame High King Genghis
COTD,D/D Vice Typhon
CT13,D/D/D Flame King Genghis
DOCS,D/D/D Wave King Caesar
DUSA,D.D. Warrior Lady
SDDE,D.D. Dynamite
SDPD,D/D Cerberus
DAMA,D.D.D. - Different Dimension Derby
SDPD,D/D/D Cursed King Siegfried
BLLR,D/D/D Super Doom King Bright Armageddon
CT13,D/D/D Gust King Alexander
SD5,D.D. Warrior Lady
SOFU,D/D/D Super Doom King Purple Armageddon
SDPD,D/D Savant Copernicus
SDCL,D.D.R. - Different Dimension Reincarnation
SDDE,D.D. Warrior Lady
ROTD,D/D Dog
SDPD,D/D/D Chaos King Apocalypse
SDPD,D/D Savant Newton
SDDE,D.D. Assailant
SDPD,D/D/D Dragonbane King Beowulf
COTD,D/D/D Gust High King Alexander
BLLR,D/D/D Super Doom King Dark Armageddon
MP19,D/D/D Super Doom King Purple Armageddon
DBT,D.D. Assailant
SDPD,D/D/D Oblivion King Abyss Ragnarok
SDCR,D.D.R. - Different Dimension Reincarnation
SDDE,D.D. Scout Plane
SDDE,D.D.R. - Different Dimension Reincarnation
SDDE,D.D. Survivor
OP03,D.D. Crow
MP19,D/D/D Flame High King Genghis
MACR,D/D Ghost
SDDE,D.D. Warrior
BP02,D.D. Assailant (V.2 - Rare)
MP16,D/D/D Marksman King Tell
LIOV,D/D/D Supersight King Zero Maxwell
DCR,D.D. Warrior Lady (V.1 - Super Rare)
IOC,D.D. Designator (V.1 - Super Rare)
ROTD,D/D Evil
SDPD,D/D Nighthowl
TLM,D.D. Survivor (V.1 - Rare)
EXFO,D.D. Seeker
GLD1,D.D. Warrior Lady
SESL,D.D. Borderline
RYMP,D.D. Crow
MP16,D/D/D Wave Oblivion King Caesar Ragnarok
YS14,D.D. Warrior Lady
ROTD,D/D Ark
SDPD,D/D/D Supreme King Kaiser
IOC,D.D. Borderline (V.1 - Common)
DOCS,D/D/D Oblivion King Abyss Ragnarok
MP16,D/D/D Rebel King Leonidas
BODE,D.D. Assault Carrier
SDPD,D/D Lilith
DOCS,D/D Savant Kepler
SR05,D.D. Sprite
STON,D.D. Crow (V.1 - Rare)
LCKC,D.D. Crow
DOCS,D/D/D Contract Change
YS15,D/D/D Dragon King Pendragon
DOCS,D/D/D Rebel King Leonidas
DR3,D.D. Dynamite
CHIM,D.D. Patrol Plane
TDIL,D/D Savant Nikola
DOCS,D/D Berfomet
SDPD,D/D/D Doom King Armageddon
SDPD,D/D Lamia
CRV,D.D.M. - Different Dimension Master (V.1 - Rare)
CORE,D/D Pandora
SDWS,D.D. Warrior Lady
BP02,D.D. Warrior Lady (V.2 - Rare)
DOCS,D/D/D Human Resources
DOCS,D/D Swirl Slime
SDPD,D/D Proud Ogre
SDDC,D.D.R. - Different Dimension Reincarnation
OP04,D/D/D Oblivion King Abyss Ragnarok
DOCS,D/D/D Wave Oblivion King Caesar Ragnarok
SDPD,D/D Proud Chevalier
SDPD,D/D Recruits
SDPD,D/D Reroll
SDWS,D.D. Warrior
DR1,D.D. Crazy Beast
CORE,D/D/D Oracle King d'Arc
SDPD,D/D Savant Kepler
IOC,D.D. Scout Plane (V.1 - Super Rare)
STON,D.D. Crow (V.2 - Ultimate Rare)
SDPD,D/D Savant Galilei
TDIL,D/D Savant Thomas
SDPD,D/D/D Human Resources
DOCS,D/D Necro Slime
DR2,D.D. Scout Plane
SDDE,D.D.M. - Different Dimension Master
MFC,D.D. Crazy Beast
DR2,D.D. Designator
TLM,D.D. Survivor (V.2 - Ultimate Rare)
HL06,D.D. Warrior Lady
LCYW,D.D. Assailant
LCGX,D.D. Crow
DREV,D.D. Destroyer
SP17,D/D/D Oblivion King Abyss Ragnarok (V.2 - Starfoil Rare)
SOI,D.D. Guide
MP16,D/D Savant Kepler
MP17,D/D Savant Nikola
RYMP,D.D. Survivor
CP03,D.D. Assailant
15AX-M,D.D. Assailant (V.2 - Secret Rare)
DR2,D.D. Borderline
TU03,D.D. Crow
MP16,D/D/D Duo-Dawn King Kali Yuga
SP17,D/D/D Oblivion King Abyss Ragnarok (V.1 - Common)
MP16,D/D Necro Slime
STOR,D.D. Sprite
CRV,D.D. Trap Hole (V.1 - Rare)
DREV,D.D. Unicorn Knight
DR1,D.D. Warrior Lady
BP01,D.D. Assailant (V.1 - Common)
BP02,D.D. Assailant (V.1 - Mosaic Rare)
SS04,D.D. Crow
HA07,D.D. Jet Iron
CRV,D.D.M. - Different Dimension Master (V.2 - Ultimate Rare)
MP18,D.D. Seeker
CRV,D.D. Trap Hole (V.2 - Ultimate Rare)
LCYW,D.D. Warrior Lady
BP02,D.D. Warrior Lady (V.1 - Mosaic Rare)
MP16,D/D/D Contract Change
SP17,D/D/D Duo-Dawn King Kali Yuga (V.1 - Common)
SP17,D/D/D Duo-Dawn King Kali Yuga (V.2 - Starfoil Rare)
SP17,D/D Necro Slime (V.2 - Starfoil Rare)
MP17,D/D Savant Thomas
LCGX,D.D. Survivor
DR1,D.D. Trainer
15AX-M,D.D. Assailant (V.1 - Parallel Rare)
ROTD,D.D. Crow
DOCS,D/D/D Duo-Dawn King Kali Yuga
SP17,D/D/D Oracle King d'Arc (V.1 - Common)
MP16,D/D Pandora
CP04,D.D. Survivor
DR3,D.D. Survivor
MP16,D/D Swirl Slime
SP17,D/D Swirl Slime (V.1 - Common)
DR04,D.D. Assailant
BP01,D.D. Assailant (V.2 - Starfoil Rare)
MP16,D/D Berfomet
IOC,D.D. Borderline (V.2 - Common)
DT05,D.D. Crow
LVP3,D.D. Crow
SP17,D/D/D Oracle King d'Arc (V.2 - Starfoil Rare)
TU01,D.D.R. - Different Dimension Reincarnation
DOCS,D/D Savant Galilei
MP16,D/D Savant Galilei
LGB1,D/D Savant Kepler
OP04,D/D Swirl Slime
DCR,D.D. Trainer (V.1 - Common)
LCJW,D.D. Trap Hole
DOCS-JP,D/D/D Duo-Dawn King Kali Yuga (V.3 - Ultimate Rare)
COTD-JP,D/D/D Wave High King Caesar (V.2 - Secret Rare)
WGRT,D.D. Esper Star Sparrow
SP17,D/D Necro Slime (V.1 - Common)
LCYW,D.D. Scout Plane
SP17,D/D Swirl Slime (V.2 - Starfoil Rare)
TP7,D.D. Warrior
LCYW,D.D. Warrior
BACH-JP,D/D/D Deviser King Deus Machinex (V.1 - Ultra Rare)
BACH-JP,D/D/D Deviser King Deus Machinex (V.3 - Ultimate Rare)
23PP,D/D/D/D Super-Dimensional Sovereign Emperor Zero Paradox (V.4 - Secret Rare)
DBLE,D/D/D Duo-Dawn King Kali Yuga
IOC,D.D. Designator (V.2 - Super Rare)
MP16,D/D/D Human Resources
CORE-JP,D/D/D Marksman King Tell (V.3 - Ultimate Rare)
MP16,D/D/D Oracle King d'Arc
MACR-JP,D/D/D Stone King Darius (V.2 - Secret Rare)
LGB1,D/D/D Vice King Requiem (V.1 - Ultra Rare)
LGB1,D/D/D Vice King Requiem (V.2 - Special)
BPW2,D.D. Esper Star Sparrow
DT07,D.D. Jet Iron
IOC,D.D. Scout Plane (V.2 - Super Rare)
PHSW,D.D. Telepon
DCR,D.D. Trainer (V.2 - Common)
